:START_ID,:TYPE,:END_ID
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001
8000,08_SENDS_LETTER,8001

8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000
8001,08_SENDS_LETTER,8000

8001,08_SENDS_LETTER,8002
8001,08_SENDS_LETTER,8002
8001,08_SENDS_LETTER,8002
8001,08_SENDS_LETTER,8002

8002,08_SENDS_LETTER,8001
